# Network I/O across all workers for the uk-2007 graph for different algorithms.
X	PageRank	HCC	SSSP
1	96.9436766207218	48.4718383103609	0.000000014901161
2	96.9436766207218	46.1877245530486	0.000000357627869
3	96.9436766207218	47.2044904604554	0.000003911554813
4	96.9436766207218	46.5405067354441	0.014553047716618
5	96.9436766207218	46.8509875461459	1.14120222628117
6	96.9436766207218	32.5956885069609	6.68394085019827
7	96.9436766207218	15.0125979632139	22.645738966763
8	96.9436766207218	2.73237445950508	12.6762842461467
9	96.9436766207218	0.674396619200706	4.01259982585907
10	96.9436766207218	0.205661199986935	0.770876035094261
11	96.9436766207218	0.064103253185749	0.279021814465523
12	96.9436766207218	0.021575301885605	0.096804291009903
13	96.9436766207218	0.007383592426777	0.019756816327572
14	96.9436766207218	0.003471702337265	0.005060039460659
15	96.9436766207218	0.002176187932491	0.002904951572418
16	96.9436766207218	0.001604929566383	0.00219314545393
17	96.9436766207218	0.001210227608681	0.000766545534134
18	96.9436766207218	0.000793188810349	0.000470735132694
19	96.9436766207218	0.000347100198269	0.000497944653034
20	96.9436766207218	0.000050269067287	0.000315003097057
21	96.9436766207218	0.000019811093807	0.000042401254177
22	96.9436766207218	0.000006683170795	0.000025808811188
23	96.9436766207218	0.000001505017281	0.000007905066013
24	96.9436766207218	0.000000946223736	0.000001087784767
25	96.9436766207218	0.000000908970833	0.000000081956387
26	96.9436766207218	0.00000087916851	0.000000029802322
27	96.9436766207218	0.000000849366188	0.000000029802322
28	96.9436766207218	0.000000819563866	0.000000029802322
29	96.9436766207218	0.000000789761543	0.000000029802322
30	96.9436766207218	0.000000759959221	0.000000029802322
31	96.9436766207218	0.000000730156898	0.000000029802322
32	96.9436766207218	0.000000700354576	0.000000029802322
33	96.9436766207218	0.000000670552254	0.000000029802322
34	96.9436766207218	0.000000640749931	0.000000029802322
35	96.9436766207218	0.000000610947609	0.000000029802322
36	96.9436766207218	0.000000588595867	0.000000029802322
37	96.9436766207218	0.000000573694706	0.000000029802322
38	96.9436766207218	0.000000551342964	0.000000029802322
39	96.9436766207218	0.000000521540642	0.000000029802322
40	96.9436766207218	0.000000491738319	0.000000029802322
41	96.9436766207218	0.000000461935997	0.000000029802322
42	96.9436766207218	0.000000432133675	0.000000029802322
43	96.9436766207218	0.000000402331352	0.000000029802322
44	96.9436766207218	0.00000037997961	0.000000022351742
45	96.9436766207218	0.000000365078449	0.000000014901161
46	96.9436766207218	0.000000350177288	0.000000014901161
47	96.9436766207218	0.000000335276127	0.000000014901161
48	96.9436766207218	0.000000320374966	0.000000014901161
49	96.9436766207218	0.000000305473804	0.000000014901161
50	96.9436766207218	0.000000290572643	0.000000014901161
51	96.9436766207218	0.000000275671482	0.000000014901161
52	96.9436766207218	0.000000260770321	0.000000014901161
53	96.9436766207218	0.00000024586916	0.000000014901161
54	96.9436766207218	0.000000230967999	0.000000014901161
55	96.9436766207218	0.000000216066837	0.000000014901161
56	96.9436766207218	0.000000201165676	0.000000014901161
57	96.9436766207218	0.000000186264515	0.000000014901161
58	96.9436766207218	0.000000171363354	0.000000014901161
59	96.9436766207218	0.000000156462193	0.000000014901161
60	96.9436766207218	0.000000141561031	0.000000014901161
61	96.9436766207218	0.00000012665987	0.000000014901161
62	96.9436766207218	0.000000111758709	0.000000014901161
63	96.9436766207218	0.000000096857548	0.000000014901161
64	96.9436766207218	0.000000081956387	0.000000014901161
65	96.9436766207218	0.000000074505806	0.000000014901161
66	96.9436766207218	0.000000074505806	0.000000014901161
67	96.9436766207218	0.000000074505806	0.000000014901161
68	96.9436766207218	0.000000074505806	0.000000014901161
69	96.9436766207218	0.000000074505806	0.000000014901161
70	96.9436766207218	0.000000074505806	0.000000014901161
71	96.9436766207218	0.000000074505806	0.000000014901161
72	96.9436766207218	0.000000067055225	0.000000014901161
73	96.9436766207218	0.000000052154064	0.000000014901161
74	96.9436766207218	0.000000037252903	0.000000014901161
75	96.9436766207218	0.000000022351742	0.000000014901161
76	96.9436766207218	0.000000007450581	0.000000014901161
77	96.9436766207218	0			0.000000007450581
